MicroRNA;GeneName;EntrezID;Evidence
hsa-mir-146a-5p;CD4;920;20181935
hsa-mir-146a-5p;IRAK1;3654;21249428
hsa-mir-146a-5p;PDLIM7;9260;22843060
hsa-mir-146a-5p;CD4;920;20459811
hsa-mir-146a-5p;NOS2A;4843;21397669
hsa-mir-146a-5p;COX8A;1351;23219900
hsa-mir-146a-5p;FOS;2353;19635561
hsa-mir-146a-5p;FOXP3;50943;20850013
hsa-mir-146a-5p;GSS;2937;22043907
hsa-mir-146a-5p;TRAF6;7189;18474871
hsa-mir-146a-5p;AHSA1;10598;20525168
hsa-mir-146a-5p;CDKN2A;1029;21730286
hsa-mir-146a-5p;PA2G4;5036;19944095
hsa-mir-146a-5p;NFKB1;4790;20110513
hsa-mir-146a-5p;IRAK2;3656;20937840
hsa-mir-146a-5p;TLR9;54106;22551553
hsa-mir-146a-5p;CXCR4;7852;18568019
hsa-mir-146a-5p;COL2A1;1280;19333945
hsa-mir-146a-5p;SMAD4;4089;20577838
hsa-mir-146a-5p;IL1B;3553;21975861
hsa-mir-146a-5p;ROCK1;6093;18174313
hsa-mir-146a-5p;NFKB1;4790;20023696
hsa-mir-146a-5p;LYPLA3;23659;20195282
hsa-mir-146a-5p;TNF;7124;21249428
hsa-mir-146a-5p;DIAPH2;1730;22872486
hsa-mir-146a-5p;PSAT1;29968;20500689
hsa-mir-146a-5p;PTGS2;5743;21397669
hsa-mir-146a-5p;FOSL2;2355;19635561
hsa-mir-146a-5p;TH1L;51497;20850013
hsa-mir-146a-5p;TH1L;51497;22139425
hsa-mir-146a-5p;CCDC6;8030;18474871
hsa-mir-146a-5p;IKBKB;3551;20525168
hsa-mir-146a-5p;COX8A;1351;21730286
hsa-mir-146a-5p;BRCA1;672;19944095
hsa-mir-146a-5p;EGFR;1956;20124483
hsa-mir-146a-5p;NFKB1;4790;20937840
hsa-mir-146a-5p;TLR4;7099;22551553
hsa-mir-146a-5p;BRCA1;672;18660546
hsa-mir-146a-5p;IL1B;3553;19333945
hsa-mir-146a-5p;TGFB1;7040;20577838
hsa-mir-146a-5p;IL10;3586;21975861
hsa-mir-146a-5p;TLR4;7099;18383392
hsa-mir-146a-5p;CXCR4;7852;20023696
hsa-mir-146a-5p;TBX21;30009;20195282
hsa-mir-146a-5p;TRAF6;7189;21249428
hsa-mir-146a-5p;CD40;958;22927641
hsa-mir-145-5p;H2AFX;3014;21849299
hsa-mir-145-5p;EWSR1;2130;20382729
hsa-mir-145-5p;MYO5A;4644;23404256
hsa-mir-145-5p;IGF1R;3480;19391107
hsa-mir-145-5p;SOX2;6657;22200372
hsa-mir-145-5p;DFFA;1676;20687965
hsa-mir-145-5p;CAP1;10487;21360565
hsa-mir-145-5p;CDH11;1009;19996288
hsa-mir-145-5p;BMP4;652;22609551
hsa-mir-145-5p;RHOF;54509;21849299
hsa-mir-145-5p;FLI1;2313;20382729
hsa-mir-145-5p;RAB27A;5873;23404256
hsa-mir-145-5p;IRS1;3667;19391107
hsa-mir-145-5p;UTP14A;10813;22285623
hsa-mir-145-5p;DFFB;1677;20687965
hsa-mir-145-5p;SWAP70;23075;21360565
hsa-mir-145-5p;CTNNB1;1499;19996288
hsa-mir-145-5p;NAT13;80218;22939244
hsa-mir-145-5p;IRS1;3667;17827156
hsa-mir-145-5p;SCN5A;6331;21849299
hsa-mir-145-5p;SOX2;6657;20382729
hsa-mir-145-5p;BLM;641;23404256
hsa-mir-145-5p;SOX2;6657;19409607
hsa-mir-145-5p;MYC;4609;22285623
hsa-mir-145-5p;RPS14;6208;20733155
hsa-mir-145-5p;SFRS8;6433;21360565
hsa-mir-145-5p;MUC1;4582;19996288
hsa-mir-145-5p;TBC1D9;23158;23166305
hsa-mir-145-5p;DICER1;23405;19142192
hsa-mir-145-5p;TP53;7157;21849299
hsa-mir-145-5p;EGF;1950;20382746
hsa-mir-145-5p;FSCN1;6624;23404256
hsa-mir-145-5p;KLF4;9314;19409607
hsa-mir-145-5p;TP53;7157;22285623
hsa-mir-145-5p;TP53;7157;20733155
hsa-mir-145-5p;PROM1;8842;21479367
hsa-mir-145-5p;BIRC2;329;20098684
hsa-mir-145-5p;AKT1;207;23201159
hsa-mir-145-5p;RNASEN;29102;19142192
hsa-mir-145-5p;PROM1;8842;21900452
hsa-mir-145-5p;FRAP1;2475;20382746
hsa-mir-145-5p;SOX9;6662;23404256
hsa-mir-145-5p;KLF5;688;19542014
hsa-mir-145-5p;UTP14C;9724;22285623
hsa-mir-145-5p;FLI1;2313;20737575
hsa-mir-145-5p;PROM1;8842;21496429
hsa-mir-145-5p;FSCN1;6624;20098684
hsa-mir-145-5p;SETD2;29072;23201159
hsa-mir-145-5p;DGCR8;54487;19142192
hsa-mir-145-5p;KLF4;9314;21945499
hsa-mir-145-5p;IFNA1;3439;20382746
hsa-mir-145-5p;ESR1;2099;19730444
hsa-mir-145-5p;SOX2;6657;22378186
hsa-mir-145-5p;F11R;50848;20818426
hsa-mir-145-5p;CFTR;1080;21689072
hsa-mir-145-5p;STAT1;6772;20098684
hsa-mir-145-5p;IRS1;3667;23201159
hsa-mir-145-5p;SOD2;6648;19142192
